,cut,color,clarity,carat,depth,table,x,y,z,price
15932,Premium,G,VVS2,1.01,61.9,58,6.48,6.38,3.98,6371
15933,Very Good,G,VVS2,1.01,62.1,63,6.38,6.31,3.94,6371
15934,Ideal,G,SI2,1.25,61.1,55,6.95,6.99,4.26,6371
15935,Ideal,D,SI2,1.22,61.8,58,6.84,6.92,4.25,6372
15936,Ideal,I,SI1,1.29,61.9,56,6.97,7.03,4.33,6372
15937,Very Good,D,VS2,1.05,62.9,57,6.39,6.51,4.06,6373
15938,Very Good,E,SI1,1.2,63.2,57,6.75,6.69,4.25,6373
15939,Fair,I,SI2,1.54,65,56,7.22,7.14,4.67,6375
15940,Very Good,E,VS2,1,59.4,59,6.44,6.46,3.83,6377
15941,Fair,G,I1,2.03,66.3,56,7.81,7.75,5.16,6377
15942,Premium,G,I1,2.03,61.1,58,8.11,8.06,4.94,6377
15943,Ideal,G,VS2,1,62.4,59,6.36,6.4,3.98,6377
15944,Ideal,J,SI2,1.66,60.8,57,7.68,7.65,4.66,6377
15945,Premium,E,SI2,1.24,61.1,59,6.99,6.89,4.24,6377
15946,Ideal,G,VS1,1,62.6,56,6.39,6.36,3.99,6377
15947,Premium,G,VS1,1,62.4,60,6.39,6.37,3.98,6377
15948,Ideal,I,VVS1,1.18,59.7,54,6.92,6.99,4.15,6378
15949,Premium,G,VS2,1.13,62.7,57,6.67,6.61,4.16,6379
15950,Ideal,I,VS1,1.2,61.5,59,6.82,6.84,4.2,6380
15951,Ideal,I,SI1,1.24,60.6,59,6.97,7.03,4.24,6381
15952,Fair,G,VS1,1.14,57.5,67,0,0,0,6381
15953,Very Good,F,VS2,1,63.3,55,6.34,6.29,4,6382
15954,Premium,I,VVS2,1.24,62.7,58,6.85,6.89,4.31,6383
15955,Ideal,E,SI2,1.27,60.2,57,7.09,7.14,4.28,6383
15956,Ideal,H,SI2,1.51,61.7,57,7.39,7.36,4.55,6384
15957,Very Good,G,VS2,1,62.8,62,6.28,6.33,3.96,6386
15958,Premium,J,SI2,1.46,60.1,58,7.43,7.34,4.44,6387
15959,Premium,H,SI1,1.22,60.6,60,6.92,6.85,4.17,6387
15960,Premium,G,VS2,1.1,62.8,58,6.6,6.58,4.14,6387
15961,Ideal,G,VS2,1.1,62.3,56,6.63,6.59,4.12,6387
15962,Very Good,H,SI1,1.22,63.5,55,6.78,6.73,4.29,6387
15963,Very Good,G,VS2,1.09,60.9,56,6.67,6.7,4.07,6388
15964,Ideal,H,SI1,1.22,62.1,56,6.87,6.81,4.25,6388
15965,Very Good,G,VS2,1,63.8,58,6.31,6.35,4.04,6389
15966,Ideal,I,SI1,1.23,61.8,58,6.87,6.91,4.26,6389
15967,Good,D,VS2,1,64.1,58,6.24,6.33,4.03,6389
15968,Good,F,VS1,1,64.2,60,6.18,6.28,4,6389
15969,Premium,I,VS1,1.33,61.7,58,7.09,7.14,4.39,6390
15970,Fair,F,VS1,1.01,64.5,59,6.27,6.19,4.02,6391
15971,Ideal,F,SI1,1.13,59.6,57,6.83,6.79,4.06,6391
15972,Ideal,F,VS2,1.02,61,56,6.55,6.62,4.02,6393
15973,Premium,F,SI2,1.51,62.7,58,7.33,7.29,4.58,6393
15974,Good,J,SI1,1.51,64.1,61,7.16,7.19,4.6,6394
15975,Ideal,J,SI1,1.35,62.3,57,7.08,7.02,4.39,6396
15976,Ideal,I,VS1,1.27,62.8,57,6.86,6.89,4.32,6396
15977,Very Good,E,SI1,1.02,62.7,60,6.45,6.4,4.03,6397
15978,Good,E,SI2,1.36,58,64,7.26,7.19,4.19,6397
15979,Ideal,H,I1,1.7,61.3,55,7.7,7.63,4.7,6397
15980,Premium,E,SI2,1.2,62.6,56,6.84,6.77,4.26,6397
15981,Fair,F,VS1,1,65.3,59,6.25,6.21,4.07,6397
15982,Premium,E,VS2,1.02,60.4,58,6.51,6.47,3.92,6397
15983,Fair,G,SI1,1.21,64.6,60,6.69,6.62,4.3,6397
15984,Good,F,VS2,1.02,64.2,59,6.4,6.28,4.07,6397
15985,Premium,G,VS2,1.02,62.1,58,6.5,6.44,4.02,6397
15986,Ideal,H,SI2,1.22,62.3,57,6.84,6.89,4.28,6398
15987,Ideal,I,SI1,1.22,62.3,58,6.8,6.82,4.24,6398
15988,Very Good,E,VS2,1.01,60.9,57,6.41,6.47,3.92,6399
15989,Good,E,VS2,1.01,63.3,60,6.3,6.33,4,6399
15990,Good,E,VS2,1.01,63.3,58,6.35,6.38,4.03,6399
15991,Very Good,E,VS2,1.01,62,55,6.42,6.46,3.99,6399
15992,Very Good,E,VS2,1.01,58.1,60,6.51,6.58,3.8,6399
15993,Very Good,G,SI2,1.25,61.4,59,6.97,6.93,4.27,6399
15994,Ideal,F,VS2,1.06,60.5,57,6.6,6.58,3.99,6399
15995,Ideal,D,VVS1,0.84,62,54,6.04,6.08,3.76,6399
15996,Premium,F,VS2,1.06,62.3,58,6.56,6.51,4.07,6399
15997,Premium,E,VS2,1,62.9,58,6.36,6.29,3.98,6400
15998,Premium,G,SI2,1.35,58.4,59,7.32,7.28,4.26,6400
15999,Ideal,F,SI2,1.22,62.5,56.2,6.81,6.85,4.27,6401
16000,Ideal,I,SI2,1.37,62.2,56,7.07,7.14,4.42,6401
16001,Premium,I,SI2,1.57,62.2,60,7.43,7.36,4.6,6401
16002,Ideal,I,VS2,1.27,62.6,57,6.92,6.88,4.32,6401
16003,Premium,I,SI2,1.47,61.6,59,7.29,7.32,4.5,6403
16004,Ideal,F,VS2,1.05,62.7,56,6.52,6.59,4.11,6403
16005,Ideal,H,SI2,1.27,61.8,57,6.93,6.96,4.29,6403
16006,Premium,E,SI1,1.22,59.7,61,7.03,6.9,4.16,6403
16007,Ideal,E,SI2,1.23,61.2,55,7.01,6.92,4.26,6403
16008,Very Good,F,VS2,1.04,59,57,6.64,6.69,3.93,6405
16009,Ideal,I,SI1,1.17,61.7,56,6.73,6.78,4.17,6405
16010,Premium,J,VVS2,1.3,62.9,60,6.91,6.86,4.33,6405
16011,Premium,H,SI2,1.33,62.8,52,7.15,7.06,4.46,6405
16012,Very Good,G,VS2,1.01,61.6,60,6.42,6.47,3.97,6406
16013,Very Good,G,VS2,1.01,63.4,55,6.35,6.4,4.04,6406
16014,Ideal,H,VS2,1.23,59,57,7.05,6.99,4.14,6406
16015,Premium,H,SI2,1.3,60.1,57,7.17,7.13,4.3,6406
16016,Good,G,VS1,1.01,59.2,63,6.5,6.48,3.84,6407
16017,Very Good,G,SI2,1.22,63.2,58,6.82,6.76,4.29,6409
16018,Ideal,G,SI2,1.32,62.9,57,6.98,6.94,4.38,6409
16019,Ideal,G,VS2,1.02,62.5,58,6.36,6.44,4,6410
16020,Ideal,H,VS2,1.08,60.3,57,6.67,6.7,4.03,6411
16021,Premium,I,VS1,0.3,60.3,58,4.34,4.32,2.61,608
16022,Premium,I,VS1,0.3,59.8,60,4.36,4.34,2.6,608
16023,Premium,I,VS1,0.3,60.4,58,4.4,4.34,2.64,608
16024,Ideal,I,VS1,0.3,61,56,4.37,4.35,2.66,608
16025,Premium,I,VS1,0.3,59.1,59,4.38,4.35,2.58,608
16026,Premium,I,VS1,0.3,58.8,61,4.43,4.38,2.59,608
16027,Premium,I,VS1,0.3,60.5,60,4.33,4.3,2.61,608
16028,Premium,I,VS1,0.3,60.8,59,4.32,4.3,2.62,608
16029,Very Good,I,VS1,0.3,63.4,54,4.32,4.29,2.73,608
16030,Ideal,I,VS1,0.3,62.5,54,4.32,4.29,2.69,608
16031,Ideal,I,VS1,0.3,62.5,57,4.32,4.29,2.69,608
16032,Premium,I,VS1,0.3,61.7,58,4.32,4.27,2.65,608
16033,Premium,I,VS1,0.3,62,58,4.3,4.25,2.65,608
16034,Premium,I,VS1,0.3,62.9,58,4.29,4.26,2.69,608
16035,Premium,I,VS1,0.3,61.7,59,4.3,4.26,2.64,608
16036,Premium,I,VS1,0.3,63,53,4.31,4.26,2.7,608
16037,Premium,I,VS1,0.3,61.6,60,4.3,4.27,2.64,608
16038,Very Good,I,VS1,0.3,63.3,59,4.23,4.2,2.67,608
16039,Premium,I,VS1,0.3,62.9,59,4.3,4.22,2.68,608
16040,Good,I,VS1,0.3,63.7,58,4.25,4.23,2.7,608
16041,Very Good,I,VS1,0.3,63.5,57,4.29,4.24,2.71,608
16042,Premium,H,VS2,0.3,62.3,58,4.33,4.31,2.69,608
16043,Premium,H,VS2,0.3,60.9,61,4.35,4.32,2.64,608
16044,Ideal,H,VS2,0.3,60.7,57,4.37,4.33,2.64,608
16045,Premium,H,VS2,0.3,61.8,60,4.31,4.26,2.65,608
16046,Premium,H,VS2,0.3,60.9,61,4.3,4.27,2.61,608
16047,Very Good,H,VS2,0.3,63.5,54,4.3,4.27,2.72,608
16048,Premium,H,VS2,0.3,62.2,59,4.31,4.28,2.67,608
16049,Premium,H,VS2,0.3,61.1,61,4.33,4.31,2.64,608
16050,Premium,H,VS2,0.3,62.5,58,4.28,4.26,2.67,608
16051,Ideal,G,VS2,1.06,62.7,55,6.53,6.49,4.08,6411
16052,Good,G,VS1,1.01,63.2,61,6.33,6.35,4.01,6412
16053,Premium,G,VS1,1.01,59.8,59,6.5,6.55,3.9,6412
16054,Ideal,G,SI2,1.28,61.5,57,6.93,7,4.28,6412
16055,Ideal,F,VS2,1.02,62.1,57,6.44,6.37,3.98,6412
16056,Premium,G,VS2,1.08,59.4,59,6.68,6.75,3.99,6415
16057,Very Good,G,VS2,1.08,62.3,58,6.5,6.54,4.06,6415
16058,Premium,I,VS1,1.27,62.2,59,6.87,6.92,4.29,6415
16059,Premium,G,VS2,1.02,62.5,58,6.46,6.41,4.02,6416
16060,Ideal,F,VS2,1.01,61,57,6.38,6.5,3.93,6416
16061,Premium,F,VS2,1.01,59.2,60,6.51,6.54,3.86,6416
16062,Good,F,VS2,1.01,63.1,60,6.36,6.39,4.02,6416
16063,Very Good,F,VS2,1.01,62.8,59,6.33,6.41,4,6416
16064,Premium,F,VS2,1.01,62.2,60,6.37,6.4,3.97,6416
16065,Premium,F,VS2,1.01,61.7,58,6.42,6.48,3.98,6416
16066,Ideal,F,VS2,1.01,62,56,6.46,6.51,4.02,6416
16067,Premium,H,VS2,1.2,62.5,58,6.77,6.73,4.23,6416
16068,Premium,H,VS2,1.2,62.4,59,6.73,6.69,4.19,6416
16069,Premium,H,VS2,1.2,62.8,58,6.75,6.7,4.22,6416
16070,Ideal,G,VS2,1.02,60.4,57,6.55,6.53,3.95,6416
16071,Premium,G,VS2,1.02,61.5,59,6.44,6.41,3.95,6416
16072,Ideal,G,VS2,1.02,62.5,55,6.43,6.49,4.04,6418
16073,Ideal,G,VS2,1.02,62.8,57,6.36,6.45,4.02,6418
16074,Ideal,I,VS1,1.21,62.2,54.5,6.81,6.86,4.25,6418
16075,Very Good,I,VS2,1.22,59.6,58,6.95,6.98,4.15,6419
16076,Ideal,I,VS2,1.25,62.5,56,6.87,6.92,4.31,6419
16077,Ideal,H,VS2,1.09,61.4,57,6.61,6.65,4.07,6419
16078,Ideal,G,SI1,1.17,60.7,56,6.79,6.84,4.13,6419
16079,Very Good,G,SI1,1.22,63.4,56,6.75,6.78,4.29,6421
16080,Good,J,SI2,1.5,63.6,58,7.25,7.18,4.59,6421
16081,Very Good,H,VS2,1.2,63.2,54,6.73,6.78,4.27,6423
16082,Very Good,G,VS2,1.04,62.8,56,6.42,6.48,4.05,6424
16083,Ideal,F,VS2,1,61.7,58,6.37,6.43,3.95,6424
16084,Ideal,H,SI1,1.29,62.6,56,6.96,6.93,4.35,6424
16085,Fair,H,I1,1.49,66.9,61,6.93,6.89,4.62,6425
16086,Premium,E,VS2,1.01,62.1,58,6.42,6.34,3.96,6425
16087,Ideal,H,SI1,1.08,60.5,57,6.63,6.67,4.02,6426
16088,Ideal,D,SI1,1.06,62.6,56,6.49,6.52,4.07,6426
16089,Premium,I,SI1,1.29,61.8,59,6.99,6.96,4.31,6429
16090,Good,D,VS2,1.01,61.6,61,6.43,6.45,3.97,6429
16091,Ideal,J,VVS2,1.27,62.2,54,6.92,6.98,4.32,6430
16092,Ideal,I,SI1,1.32,62.2,57,7.07,7.01,4.38,6431
16093,Premium,H,SI2,1.32,62.7,58,7.05,6.99,4.4,6431
16094,Very Good,G,VS2,1.02,60.9,56,6.47,6.51,3.95,6432
16095,Very Good,G,VS1,1,59.1,61,6.48,6.54,3.85,6435
16096,Premium,H,SI1,1.26,62.1,57,6.94,6.88,4.29,6435
16097,Ideal,I,VS1,1.23,61.5,56,6.86,6.89,4.23,6435
16098,Very Good,G,VS2,1.14,63.2,56,6.67,6.63,4.2,6435
16099,Premium,F,SI1,1.2,62.9,58,6.76,6.69,4.23,6435
16100,Premium,I,I1,1.69,62.4,60,7.59,7.56,4.73,6436
16101,Good,G,SI1,1,59.9,58,6.44,6.48,3.87,6437
16102,Very Good,G,SI1,1.24,61.8,59,6.85,6.88,4.24,6438
16103,Premium,I,VS2,1.31,61.9,59,7.02,6.98,4.33,6438
16104,Very Good,F,VS1,1.01,59.4,58,6.46,6.54,3.86,6439
16105,Ideal,G,VS2,1.01,61.7,56,6.43,6.46,3.98,6439
16106,Ideal,G,VS2,1.01,61.9,56,6.42,6.46,3.99,6439
16107,Ideal,G,VS2,1.01,61.9,56,6.41,6.45,3.98,6439
16108,Ideal,H,SI1,1.23,61,56,6.96,6.92,4.23,6439
16109,Very Good,D,VS2,1,63.1,59,6.26,6.36,3.98,6440
16110,Ideal,H,SI1,1.18,61.5,57,6.78,6.82,4.18,6440
16111,Good,F,VS2,1.25,63.9,58,6.76,6.71,4.31,6440
16112,Premium,E,SI1,1.21,62.9,58,6.79,6.78,4.27,6440
16113,Very Good,E,VS2,1.07,60.4,58,6.61,6.66,4.01,6441
16114,Ideal,I,SI2,1.58,62.3,57,7.42,7.34,4.6,6441
16115,Premium,G,VS1,1.01,62.7,56,6.46,6.36,4.02,6441
16116,Premium,D,VS1,0.9,61.2,58,6.27,6.25,3.83,6441
16117,Premium,G,VS1,1.01,62,58,6.44,6.4,3.98,6441
16118,Very Good,J,VS1,1.33,61.7,55,7.07,7.12,4.38,6442
16119,Ideal,F,SI2,1.3,62.2,56,6.96,7,4.34,6442
16120,Premium,I,VS2,1.3,60.1,58,7.1,7.14,4.28,6442
16121,Very Good,I,VS2,1.27,62.4,58,6.83,6.89,4.28,6443
16122,Ideal,D,SI2,1.36,61.2,57,7.15,7.19,4.39,6443
16123,Good,D,SI2,1.3,57.1,63,7.27,7.22,4.14,6443
16124,Premium,H,SI2,1.5,61.8,57,7.34,7.31,4.53,6443
16125,Ideal,D,VS2,0.91,60.9,57,6.26,6.32,3.83,6444
16126,Good,E,VS2,1,60.6,65,6.29,6.36,3.83,6445
16127,Premium,G,VS2,1.11,60.4,58,6.76,6.72,4.07,6445
16128,Good,F,VS2,1.01,63.9,58,6.39,6.32,4.06,6446
16129,Premium,F,VS2,1.01,60.9,58,6.47,6.41,3.92,6446
16130,Very Good,D,VS2,1.02,63.9,59,6.29,6.33,4.03,6447
16131,Premium,F,SI1,1.14,61.1,58,6.77,6.72,4.12,6448
16132,Premium,G,SI1,1.22,61.2,60,6.82,6.75,4.15,6449
16133,Very Good,G,VS2,1.01,63.6,56,6.34,6.39,4.05,6449
16134,Very Good,G,VS2,1,62.4,58,6.31,6.38,3.96,6449
16135,Premium,G,SI1,1.22,62.1,58,6.89,6.84,4.26,6449
16136,Ideal,G,VS2,1.01,61.9,58,6.37,6.43,3.96,6449
16137,Ideal,J,VS1,1.33,62.5,58,6.99,7.03,4.38,6449
16138,Ideal,I,SI1,1.23,62.1,57,6.83,6.88,4.26,6449
16139,Good,D,VS2,1.01,64.5,58,6.27,6.31,4.06,6449
16140,Ideal,H,SI1,1.2,62,58,6.78,6.83,4.22,6450
16141,Premium,G,VS2,1,60.6,59,6.42,6.36,3.87,6451
16142,Ideal,I,SI1,1.3,62.3,58,6.94,7,4.34,6451
16143,Premium,I,VS2,1.28,62.5,61,6.89,6.86,4.3,6451
16144,Premium,H,SI1,1.2,61.3,60,6.87,6.81,4.19,6451
16145,Ideal,H,SI2,1.28,62.8,57,6.92,6.87,4.33,6451
16146,Premium,G,VS2,1,60,59,6.54,6.46,3.9,6451
16147,Premium,G,SI1,1.2,62.7,58,6.71,6.66,4.19,6451
16148,Very Good,G,VS1,1.09,59.7,63,6.65,6.74,4,6453
16149,Ideal,H,VS2,1.09,62.9,58,6.56,6.51,4.11,6453
16150,Good,I,VS1,1.31,64.3,58.7,6.84,6.87,4.41,6455
16151,Fair,F,SI2,1.45,64.4,58,7.17,7.11,4.59,6455
16152,Ideal,F,SI1,1.22,62.8,55,6.87,6.79,4.29,6456
16153,Very Good,H,SI1,1.23,61,59,6.91,6.86,4.2,6458
16154,Ideal,H,SI1,1.04,61.6,55,6.51,6.54,4.02,6458
16155,Premium,F,VS2,1.04,60.1,59,6.61,6.56,3.96,6458
16156,Ideal,G,VS2,1.04,62,57,6.5,6.49,4.03,6458
16157,Ideal,F,SI2,1.28,62.3,55,6.96,6.91,4.32,6458
16158,Premium,F,SI2,1.36,61.4,59,7.16,7.12,4.38,6458
16159,Premium,H,SI2,1.55,58,60,7.61,7.58,4.41,6458
16160,Premium,H,SI2,1.5,62.1,58,7.31,7.21,4.51,6458
16161,Ideal,E,SI1,1.12,61.6,55,6.69,6.66,4.11,6458
16162,Very Good,H,VS2,1.23,61.6,59,6.84,6.86,4.22,6459
16163,Very Good,H,VS2,1.23,60.6,59,6.89,6.94,4.19,6459
16164,Ideal,I,VS1,1.22,62.3,54,6.82,6.86,4.26,6459
16165,Ideal,F,VS2,1.07,62,57,6.5,6.47,4.08,6459
16166,Ideal,D,SI1,1.03,59.9,57,6.61,6.68,3.98,6460
16167,Premium,E,VS2,1.03,60,59,6.6,6.54,3.94,6460
16168,Good,E,VS2,1.02,63.2,60,6.29,6.34,3.99,6462
16169,Premium,G,VS1,1,61.2,58,6.49,6.38,3.94,6462
16170,Very Good,G,SI2,1.34,62.2,56,7,7.08,4.38,6463
16171,Premium,G,SI2,1.34,61.7,58,7.04,7.1,4.36,6464
16172,Very Good,D,SI1,1.14,62.7,59,6.64,6.67,4.17,6464
16173,Good,G,VS1,1,63.6,59,6.34,6.3,4.02,6465
16174,Ideal,G,VS1,1,62.2,56,6.41,6.35,3.97,6465
16175,Ideal,G,VS1,1,62.7,54,6.42,6.37,4.01,6465
16176,Very Good,E,VVS2,0.9,62,55,6.08,6.17,3.8,6466
16177,Ideal,F,VS2,1.03,60.4,56,6.59,6.56,3.97,6467
16178,Very Good,F,VS1,1,62.9,56,6.38,6.43,4.03,6468
16179,Very Good,F,VS1,1,62.6,57,6.35,6.42,4,6468
16180,Good,H,VS2,1.2,62.6,56,6.73,6.76,4.22,6468
16181,Premium,F,VS2,1,58.6,61,6.53,6.5,3.82,6468
16182,Premium,F,VS2,1,62.4,60,6.38,6.35,3.97,6468
16183,Ideal,E,SI1,1.25,61.1,57,6.93,6.89,4.22,6468
16184,Premium,D,SI1,1.1,60.7,55,6.74,6.71,4.08,6468
16185,Premium,F,VS2,1,62.6,60,6.37,6.29,3.96,6468
16186,Ideal,I,VS1,1.22,62.3,57,6.81,6.85,4.25,6469
16187,Ideal,I,VS1,1.22,61.9,55.7,6.81,6.84,4.23,6469
16188,Premium,G,VVS2,1.01,61.3,61,6.47,6.32,3.92,6470
16189,Ideal,F,SI1,1.31,62.4,56,6.98,6.9,4.33,6470
16190,Ideal,H,VS1,1.1,61.4,57,6.65,6.64,4.08,6470
16191,Premium,G,VVS2,1.01,61.9,60,6.45,6.41,3.98,6470
16192,Ideal,G,VS2,1.07,63,55,6.55,6.5,4.11,6471
16193,Premium,G,VS2,1.07,60.9,58,6.6,6.56,4.01,6471
16194,Ideal,G,VS2,1.07,62.2,57,6.55,6.53,4.07,6471
16195,Premium,G,VS2,1.07,60.5,56,6.71,6.64,4.04,6471
16196,Premium,G,VS2,1.07,62.1,58,6.59,6.55,4.08,6471
16197,Ideal,H,SI1,1.2,62.2,56,6.8,6.77,4.23,6471
16198,Ideal,H,SI1,1.27,61.5,55,6.97,6.95,4.28,6472
16199,Ideal,E,SI2,1.29,62.8,57,6.94,6.88,4.34,6473
16200,Good,I,I1,1.7,63.6,58,7.52,7.48,4.77,6474
16201,Ideal,H,SI1,1.26,61.7,58,6.95,6.9,4.27,6476
16202,Good,G,VS1,1.06,63.4,57,6.45,6.48,4.1,6477
16203,Ideal,H,I1,1.53,62.3,56,7.38,7.34,4.59,6477
16204,Ideal,E,SI2,1.26,61,57,7.03,6.97,4.27,6477
16205,Ideal,G,VS2,1.21,61.7,56,6.85,6.83,4.22,6478
16206,Very Good,F,VS2,1.02,59.4,58,6.52,6.62,3.9,6479
16207,Ideal,F,VS2,1.02,62.7,54,6.42,6.5,4.05,6479
16208,Very Good,F,VS2,1.02,61.7,58,6.47,6.5,4,6479
16209,Premium,F,VS2,1.02,61.3,58,6.42,6.54,3.97,6479
16210,Good,F,VS2,1.02,63.3,59,6.37,6.4,4.04,6479
16211,Ideal,F,VS2,1.02,62.7,56,6.39,6.44,4.02,6479
16212,Ideal,H,VS1,1.07,60.2,59,6.66,6.69,4.02,6479
16213,Premium,G,VS1,1.03,62.1,59,6.48,6.4,4,6479
16214,Very Good,E,VS2,1.01,63.1,56,6.34,6.4,4.02,6480
16215,Ideal,G,VS2,1.09,62.3,57,6.6,6.57,4.1,6480
16216,Ideal,H,SI2,1.33,62.7,57,7.05,6.98,4.4,6480
16217,Premium,G,SI2,1.33,63,59,7,6.97,4.4,6480
16218,Very Good,H,SI2,1.33,62.5,58,7.04,6.97,4.38,6482
16219,Very Good,G,VS2,1.06,61.7,57,6.5,6.57,4.03,6483
16220,Ideal,H,SI2,1.31,62.2,57,6.96,7,4.34,6484
16221,Premium,F,VS2,1.03,62,58,6.5,6.46,4.02,6484
16222,Ideal,H,SI1,1.2,60.8,57,6.9,6.88,4.19,6485
16223,Ideal,G,VS2,1.05,60.8,57,6.58,6.65,4.02,6486
16224,Ideal,G,VS2,1.05,61.9,56,6.52,6.56,4.05,6486
16225,Very Good,G,VS2,1.05,62.8,57,6.45,6.49,4.06,6486
16226,Very Good,G,VS1,1.03,60.6,58,6.48,6.55,3.95,6487
16227,Ideal,H,VS2,1.2,59.9,57,6.91,6.87,4.13,6487
16228,Premium,E,VS2,1.01,62.4,60,6.39,6.43,4,6488
16229,Very Good,E,VS2,1.01,62.9,57,6.37,6.43,4.02,6488
16230,Ideal,G,VVS1,0.94,62.4,58,6.22,6.27,3.9,6488
16231,Ideal,H,SI1,1.24,60.9,57,6.9,6.95,4.22,6488
16232,Premium,G,SI1,1.22,60.7,59,6.92,6.96,4.21,6492
16233,Ideal,G,VS2,1.15,61.4,57,6.78,6.74,4.15,6492
16234,Premium,G,VS2,1.15,61.5,58,6.76,6.71,4.14,6492
16235,Premium,G,SI1,1.2,63,60,6.81,6.75,4.27,6494
16236,Very Good,J,VS2,1.38,62.7,56,7.06,7.11,4.44,6494
16237,Premium,E,I1,1.51,59,62,7.41,7.36,4.36,6494
16238,Ideal,I,VVS1,1.18,59.7,54,6.99,6.92,4.15,6494
16239,Premium,G,SI2,1.37,59.6,60,7.24,7.18,4.3,6495
16240,Very Good,H,VVS2,1.1,59.7,57.8,6.7,6.76,4.01,6497
16241,Very Good,G,VS1,1.01,62.8,59,6.34,6.37,3.99,6499
16242,Premium,G,VS1,1.01,62.6,59,6.38,6.46,4.02,6499
16243,Premium,G,VS1,1.01,62.6,59,6.38,6.43,4.01,6499
16244,Good,G,VS1,1.01,63.2,58,6.34,6.38,4.02,6499
16245,Premium,G,VS1,1.01,62.7,58,6.38,6.41,4.01,6499
16246,Good,G,VS1,1.01,63.7,57,6.32,6.37,4.04,6499
16247,Premium,G,VS1,1.01,60.8,58,6.44,6.51,3.94,6499
16248,Premium,G,VS1,1.01,62.3,59,6.38,6.42,3.99,6499
16249,Ideal,G,VS1,1.01,61.8,57,6.4,6.45,3.97,6499
16250,Ideal,G,VS2,1.02,61.4,55,6.48,6.51,3.99,6499
16251,Premium,H,VS2,1.2,62.8,59,6.75,6.7,4.22,6500
16252,Very Good,G,VS2,1.14,61.3,57,6.69,6.78,4.13,6500
16253,Ideal,F,VS2,1.01,62.6,57,6.39,6.43,4.01,6501
16254,Very Good,E,SI1,1.01,63.4,55,6.38,6.42,4.06,6501
16255,Ideal,G,SI1,1.2,61.2,56,6.92,6.84,4.21,6502
16256,Ideal,H,VS2,1.35,61.6,55,7.08,7.02,4.34,6502
16257,Fair,G,I1,2.07,67.7,56,7.76,7.73,5.25,6503
16258,Ideal,F,SI2,1.24,61.4,58,6.85,6.9,4.22,6503
16259,Premium,G,VS2,1.12,61.7,56,6.72,6.61,4.11,6503
16260,Ideal,G,VS1,1.01,62,57,6.44,6.36,3.97,6504
16261,Good,H,VVS1,1.08,63.1,57,6.52,6.57,4.13,6504
16262,Premium,G,VS2,1.09,60.9,56,6.7,6.67,4.07,6504
16263,Premium,I,VS1,1.22,59.4,60,7.02,6.96,4.15,6504
16264,Ideal,G,VS2,1.01,61.8,57,6.43,6.41,3.97,6504
16265,Premium,G,VS2,1.09,61.7,58,6.6,6.53,4.05,6504
16266,Premium,G,VS1,1.02,60.8,58,6.52,6.47,3.95,6505
16267,Premium,H,SI1,1.21,61.6,61,6.88,6.83,4.22,6505
16268,Premium,H,VS2,1.32,61.5,59,7.04,7.01,4.32,6505
16269,Premium,D,SI2,1.21,62.5,57,6.79,6.71,4.22,6505
16270,Premium,D,SI2,1.21,62.5,57,6.79,6.71,4.22,6505
16271,Ideal,F,SI2,1.29,61.7,54,7.08,6.99,4.34,6509
16272,Good,G,VS1,1.01,64,60,6.29,6.33,4.04,6509
16273,Good,E,VS1,1.01,64.6,58,6.22,6.29,4.04,6509
16274,Ideal,I,VS2,1.29,62.7,57,6.97,6.91,4.35,6509
16275,Ideal,F,VS2,1.02,62.9,57,6.42,6.33,4.01,6509
16276,Ideal,G,SI1,1.23,61.4,56,6.94,6.91,4.25,6509
16277,Premium,H,SI2,1.51,62.9,58,7.31,7.26,4.58,6511
16278,Ideal,I,VS2,1.51,60.7,57,7.42,7.35,4.48,6511
16279,Good,J,SI1,1.51,64.1,61,7.19,7.16,4.6,6511
16280,Ideal,H,SI1,1.2,62.7,55,6.76,6.73,4.23,6512
16281,Ideal,G,VS2,1.01,60.1,55,6.53,6.58,3.94,6512
16282,Ideal,F,SI1,1.11,61.1,57,6.67,6.69,4.08,6512
16283,Premium,H,SI2,1.53,61.5,60,7.46,7.39,4.56,6512
16284,Very Good,H,I1,3,63.1,55,9.23,9.1,5.77,6512
16285,Very Good,I,SI1,1.33,62.6,56,6.97,7.03,4.38,6513
16286,Ideal,D,VS2,0.92,61.4,56,6.26,6.28,3.85,6513
16287,Very Good,E,VS2,1.01,63.3,58,6.38,6.35,4.03,6516
16288,Very Good,E,VS2,1.01,63.3,60,6.33,6.3,4,6516
16289,Premium,E,VS2,1.01,58.1,60,6.58,6.51,3.8,6516
16290,Ideal,G,VS2,1.01,61.5,57,6.49,6.45,3.98,6516
16291,Very Good,E,VS2,1.01,61.1,62,6.39,6.5,3.94,6517
16292,Good,E,VS2,1.01,58.9,62,6.55,6.63,3.88,6517
16293,Ideal,E,SI1,1.15,60.2,57,6.8,6.77,4.09,6517
16294,Very Good,E,VS2,1,62.6,60,6.35,6.4,3.99,6518
16295,Ideal,H,SI1,1.2,62.1,56,6.83,6.76,4.22,6518
16296,Ideal,F,SI2,1.22,62.5,56,6.85,6.81,4.27,6518
16297,Premium,H,VVS2,1.32,61.3,58,7.05,7.01,4.31,6520
16298,Premium,F,VS2,1,61.9,59,6.36,6.41,3.95,6521
16299,Good,J,I1,2,63.6,62,7.97,7.8,5.02,6521
